,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
47,14.29491289,11.6529438,9.919596495,-10.08540429,-12.38105439,11.19916942,16.6129689,9.61691738,-1.890480503,-25.65618702
48,14.30071345,14.30249153,11.53548076,3.507770435,-10.55667771,13.18345002,22.46307602,7.069319989,-9.163570779,-15.3380074
49,13.68020919,14.63475263,12.81046952,11.26530024,-5.057698209,3.762328321,27.90012456,11.53965451,-13.99776022,-22.25598735
50,18.63982622,7.449361675,22.91899219,-23.68517515,21.03465216,-16.72689809,-5.835158733,13.04435018,-19.54263536,21.59611831
51,16.75590445,10.62836726,15.83685813,-2.870985271,-7.455221465,-28.03888802,5.621053296,-11.35002218,-12.53737432,12.17761991
52,24.32152152,13.20481918,11.58673172,0.786767362,-2.856384314,15.357017,23.96243355,12.15587851,-18.04289399,-27.82252847
53,21.72006543,15.35596554,20.23651872,-4.619589623,-7.765279629,17.22470463,17.71625876,17.70553321,-8.955874983,-15.03436664
54,-12.41205232,6.912810217,-6.420729817,12.38754219,14.4940294,21.15276657,20.84193273,24.41430658,9.145727775,3.237516042
55,9.280478308,10.04062114,14.04531603,-11.22257121,9.781090112,-16.58311559,5.849002164,15.51135983,-19.53597487,17.80434912
56,-9.750513695,16.32179054,-6.017711336,6.074274022,1.850441647,13.33964814,3.607637901,20.81252136,3.979353698,-12.39003605
57,-12.25569927,18.381628,-0.042364371,10.91823839,5.058252602,17.17998141,7.421055143,20.57814132,-6.971226168,-13.9059033
58,4.226494143,13.47759445,20.12074819,-14.06347896,9.627055752,-5.169078401,-2.534501353,5.98077102,-23.04871821,23.61622597
59,11.75509241,7.723616482,11.19647565,-3.400300567,-5.058523484,-25.98309679,6.997815376,-7.063479068,-17.46597605,-0.713181992
60,15.29379387,19.26155626,15.02057375,-0.187587785,0.474201587,11.70081879,20.41810649,13.23544373,-13.70149391,-17.36560621
61,18.32290911,13.26639979,13.76544276,-0.77560259,-4.330837622,-25.49854863,-2.190399824,-4.73346056,-19.37187789,6.624495922
62,11.65739265,9.46522557,17.16734228,-25.54142666,7.093954868,-8.327969227,-2.178172691,15.80385171,-22.17229512,8.672295344
63,-6.016654412,19.11773619,-14.5505433,11.89674835,11.81347972,15.19276823,16.19228117,25.00423129,-3.382857519,-11.6837006
64,6.271921975,6.746411957,16.86053834,-22.98498558,16.60361887,-4.571851488,-3.711463406,8.608517602,-21.43914127,15.50274069
65,12.91123788,8.622885611,13.97842626,-24.21664745,12.9060422,-14.82494252,-2.498922045,1.623319416,-17.30567235,24.66889948
66,13.81655316,-1.909333488,11.35323494,-17.82297363,7.967606186,-23.5590869,2.389199065,4.124941284,-10.15566375,19.54144669
67,-10.77626835,26.44577098,-5.385701732,14.66572737,11.46980059,23.62688503,13.50755415,17.94904288,1.319873921,-0.420709753
68,18.75605921,10.45413114,12.97556492,-10.50365833,12.57403273,-9.067732391,1.492820921,10.37513223,-15.495955,19.96382656
69,5.381163926,2.46246871,18.31139782,-13.62558495,16.29783378,-7.621840027,-5.515876138,1.614375212,-20.64990671,20.69470958
70,-12.35215337,19.64031578,-4.751310384,3.592970505,6.50850288,14.14435955,18.76811,21.85047947,-8.744849319,-7.045599425
71,5.571829919,8.202746677,23.16121306,-24.99727715,19.16227448,-15.2160527,-4.960718009,10.43575334,-24.45291318,18.69452555
72,17.11304174,7.025171573,15.58053565,-6.653349894,-0.014939425,16.81841258,19.42215032,19.1900943,-12.97414954,-9.730362857
73,20.32233296,15.69242757,16.18257256,-3.628732581,-4.194616942,11.92766308,25.42048466,7.889172167,-9.159483993,-18.9225005
74,13.40937075,7.178441057,11.22365792,-8.66106975,-0.833723948,-14.95994001,3.552134894,-4.509331127,-15.77321602,7.344136704
75,19.31127747,18.20732345,18.06495867,-14.73673198,-1.833629126,7.41214874,9.139139603,7.285543063,-10.61769717,-11.862429
76,11.43063936,18.40427089,17.45406636,2.851628383,1.028270857,21.17809385,12.61562153,10.91073236,-11.38146725,-14.97248716
77,20.45220688,1.926980101,20.49523479,-13.59018099,20.83264695,-3.557503162,8.021687731,14.43752423,-16.3217445,21.27800799
78,14.44647619,18.38585592,10.18585905,2.656424721,-2.923882553,-19.29458637,8.531169441,-4.340983163,-10.08189936,1.271743886
79,9.466162834,14.9576386,13.95694063,5.865026097,-5.749027846,14.08379127,29.79494944,13.45434558,-14.39095948,-13.48291674
80,13.69599923,8.336203595,13.85055672,-11.9953702,4.445869856,-19.58245688,6.17660619,-1.023366618,-19.3350689,-4.676183578
81,13.8660114,2.125984676,22.30673015,-15.30558551,12.35057938,-16.71889435,-5.669387181,11.68525907,-19.7242002,21.46007248
82,19.83314095,16.34125078,8.753761005,-5.346283235,-8.984944999,-6.100943906,2.504540116,-14.12078497,-12.69627995,10.67073701
83,-17.26335047,26.24924332,0.39879697,15.44109139,11.05750169,16.66469079,23.43766118,20.25554771,2.672624894,-10.56338992
84,21.74963772,6.610121227,15.83023139,-20.12392607,9.519138193,-12.85952885,-1.112234753,16.7546523,-23.04585103,20.93891452
85,20.21934788,10.34603615,2.889104246,-8.779304849,-0.703271362,-22.69563201,6.861052568,-4.414321146,-23.94652623,-0.745051653
86,6.280927123,13.23258689,19.16115815,-19.43433475,10.5468693,-8.453735673,-16.52825669,8.830902942,-19.44657171,19.31575348
87,23.39506862,15.53027427,16.0483134,-8.632334983,-4.784542597,7.556636205,16.95247221,18.38777894,-8.320151789,-19.77339493
88,7.07914804,3.578918622,18.68855051,-8.080717908,-12.07992303,-16.84965347,-1.07704817,3.230315685,-17.02159905,-0.927078924
89,24.46404632,8.888861744,15.49441306,-5.393546658,-1.826728627,-13.37714165,-1.20569145,-2.206862548,-23.84584468,5.516389751
90,7.885928673,-4.927371837,11.96766199,-17.21451723,12.10235961,-11.69990422,-14.92610521,14.28948733,-14.42348749,20.30693882
91,20.36639066,6.128883421,13.82932062,-15.17871656,9.792989409,-0.392157699,-4.390850587,10.7957398,-16.87571971,23.52809997
92,19.52353849,7.943764396,17.81643454,-18.45458355,10.12414845,-8.621364396,-3.25056901,10.1526637,-19.29909098,28.44570735
93,8.052152184,4.005411776,15.97221281,-25.52956426,10.37459734,-10.15369034,-3.373285629,9.909951183,-19.98231624,5.943933886
94,22.75386379,6.36009568,4.787186024,-9.902256906,0.918145223,-19.76687246,-1.777095373,-10.71992243,-27.34407303,3.962690783
95,15.32477272,9.3025749,18.37224731,-9.780578972,20.95418636,-16.72498473,0.985206729,4.247003044,-22.57565159,11.90468793
96,-6.214213078,10.45196058,1.454097614,14.23495074,6.531291357,15.06570398,8.849636293,16.57986521,4.294276404,-2.619746035
97,11.6034681,5.715447534,13.35859576,-14.82318417,12.12119018,-13.79676086,-0.295018128,8.105405034,-26.34851988,23.27214697
98,14.85325881,13.04837714,22.7314342,-10.24780268,11.70007092,-9.922584094,-2.719345184,16.98035851,-29.06322053,11.88406633
99,-7.112277769,12.13386015,-15.42592947,13.15374667,8.916992081,15.04409581,17.43803054,16.69787157,-1.570112925,-8.255868202
100,14.82427462,18.06929584,22.86327664,-4.994509085,1.597861438,-23.15848535,8.534995355,-1.985463042,-24.16665425,-1.782208878
101,-5.991004145,26.43914743,-3.64218043,7.014858064,10.6076126,11.41464124,22.94842525,23.01650258,7.2508612,-1.456460432
102,5.427177284,5.932304332,16.67649755,-16.03675758,0.692514796,-14.87741165,1.100685724,-12.67483704,-22.5742769,8.799729812
103,-12.11534274,23.9828801,-6.157941212,1.989206177,7.314493081,10.65518322,16.09134921,23.23471212,0.501306593,-12.76770008
104,22.40120414,6.882705571,12.68630315,-10.63998743,-3.896619307,-11.52021932,5.571238513,-0.639685062,-14.93911322,8.574374085
105,-12.07994875,10.95627882,-3.781554511,7.784076181,8.735209549,19.40870554,18.00599634,14.72415062,-2.614266205,-8.672672349
106,-10.01576483,28.36276119,-1.395140616,4.876470632,6.286399068,23.7968201,19.6816349,21.19447918,-4.084370225,-11.4636722
107,14.87797549,-1.556372236,20.84078021,-29.42965545,7.752033021,-14.05646723,-8.510553965,4.45476612,-14.12822821,9.226353332
108,17.28681208,14.96757563,20.15434674,-1.046119255,-1.180222394,10.16869036,20.66036121,12.5226884,-22.77186446,-10.7212874
109,-6.262559324,12.34387715,-11.8980946,10.97668007,12.08416464,15.31508527,10.09700668,17.20151895,-1.970426956,-5.075879967
110,6.317523277,3.313000468,14.85950005,-13.01727983,12.98656862,-11.88039413,-6.282245453,1.718690101,-19.66371248,16.1862852
111,20.86853395,5.924369494,14.64817594,-13.06986371,16.15443505,-4.508193771,-4.103751045,-0.407917111,-20.08784728,14.68084062
112,-0.878919988,32.90991722,-1.329467457,7.544553891,7.589992696,15.95763756,19.29835585,21.11782245,1.318494282,-8.855132868
113,-9.819530242,10.10194405,-9.881710223,9.60988616,12.72409959,17.88976658,17.24470001,26.87062857,-6.142896291,-14.304432
114,8.216334973,8.0389483,10.07904537,-2.445991441,-5.475194923,-22.39937708,2.149559115,1.988244356,-15.73096082,7.430979921
115,25.36150603,7.381824635,15.41867126,7.537818234,-10.95066982,14.41589261,19.18158923,8.835731755,-15.1970027,-16.82077134
116,-6.631128525,15.1973575,4.056305681,13.50988033,2.299517695,22.13047013,12.43410332,10.3564099,-3.782624836,-13.23734838
117,-5.818230486,11.86069116,-14.85050727,2.653275908,5.35431094,17.82590375,21.77975704,17.68608345,-1.240457675,-7.674603746
118,17.89822572,12.49933979,12.52979138,-6.060876709,0.116150488,5.489497303,9.507321295,-1.086688047,-8.304467844,-19.10928747
119,12.70536459,20.818027,22.10447265,9.852918887,4.604236021,16.16029285,29.80699022,9.085207576,-6.556090495,-23.66268093
120,20.81500085,20.36972455,19.38083942,0.232998396,-3.905874388,11.89530328,27.62448993,6.824768774,-12.30472517,-26.2786013
121,25.09881143,5.395251346,20.58374122,-4.291463259,-11.95108305,-26.45992556,-7.214818232,-3.590767434,-17.41302446,10.58667895
122,9.630179244,5.86315449,19.63761439,-1.563775123,-10.23353805,-19.36771952,3.629661289,0.627220271,-15.56330935,6.518317905
123,23.77740055,15.8700101,9.216272177,-5.618561062,-0.300787611,-19.83782045,6.332220129,-8.986536358,-23.30871532,0.648143409
124,-13.50121646,10.18786001,-1.647088266,6.842895641,4.955908828,12.02405515,14.55489613,21.52293234,-4.547972595,-2.616767154
125,19.10022219,18.7672587,2.659125419,-12.34965462,-10.43704777,-19.82490479,5.037648857,3.924380853,-15.75743144,-0.672545577
126,18.22555239,11.4889906,17.2219322,6.346897823,-8.516160741,12.42566784,21.44230132,1.600893915,-10.29635885,-23.85855203
127,9.822805872,10.66956496,12.08928059,-3.213127615,-4.965436215,-20.59056585,2.086938759,-5.616491729,-22.15601961,6.953754827
128,10.63785041,3.594108749,17.28203209,-3.421752637,-4.888554163,-22.7035256,-6.13067722,-4.49248385,-21.09923028,2.815604503
129,12.67431909,2.606278181,8.359793987,-19.03573674,9.227366857,-12.43430265,2.873149767,11.1571335,-23.66127641,14.01750348
130,22.57533843,7.8885084,15.11126669,-22.62320179,25.78957145,-15.46265578,-12.08348622,6.247959082,-19.71727184,13.40463667
131,6.385080016,11.23388397,15.12704295,-13.3362937,10.01384386,-13.40602363,-1.651514539,6.939538755,-21.29804963,16.35551552
132,15.27299749,1.916912962,20.29871843,-20.72973886,11.3396395,-8.987591472,-10.93496482,2.060994027,-17.41861459,17.42813898
133,15.17027267,16.95787075,2.875122385,-1.361210409,-8.901913335,-5.919067991,1.823948742,-8.501518796,-18.55915039,1.070078661
134,12.9544995,3.475663793,10.61263904,-25.87471268,6.087909203,-4.706902047,-2.243641471,13.0325703,-22.06122526,12.00665982
135,-10.69374665,10.39719477,-3.113576986,13.26447512,-4.789890416,9.549255305,24.94044193,17.74450165,5.522538959,-16.89411263
136,-11.79545641,15.68328811,-3.637735284,9.358754663,8.849830273,16.69547858,18.56869332,15.88350829,1.283359558,-9.320157701
137,-15.15208228,17.54334712,-4.248595732,5.708171977,0.157198529,22.10536723,20.42481921,15.44091893,2.126266028,-4.936811967
138,18.33997314,4.618411154,14.64673176,-5.889150513,-4.741478843,13.38013858,18.68229099,14.5328963,-12.81718071,-19.3761817
139,9.112253266,-2.716733857,15.81279169,-5.869770179,-4.248757991,-20.23094833,0.89303662,-11.33976353,-21.99277725,-0.207648903
140,11.36162624,21.74582302,11.62037933,2.577610746,1.132206414,11.86278043,20.19124401,16.33326519,-12.93450071,-17.76628607
141,23.47665495,19.36149736,12.41358483,4.687411324,11.01897695,11.65927642,15.51667141,19.65091382,-9.008313255,-13.22366696
142,-19.78683952,21.39069409,-10.16053753,5.457048527,14.16890856,12.59782853,10.45285423,21.98630007,-3.185434933,-10.38451873
143,21.71636165,12.52448026,15.97235509,6.612191499,-6.981437004,13.42492696,25.47338826,11.56217747,-10.0307492,-18.6980524
144,-4.907041701,14.98173017,-6.870123614,5.883021033,9.627358189,12.41635608,18.52189661,21.25478601,11.12932791,-4.031447363
145,14.27528594,15.7441528,8.826911818,8.228639404,2.780447456,13.56918957,17.29250022,19.3327194,-2.79896027,-21.56709782
146,-7.375092031,12.62583929,2.649507077,15.17771936,7.125880242,19.06859424,16.10246604,27.28995639,1.58249907,5.047111909
147,11.35539988,3.631545785,15.1618742,-18.22965899,3.723795385,-9.91020949,-7.512105772,18.29092487,-19.44217889,18.83311414
148,13.01016075,1.14152138,20.77371443,-5.261438547,5.433021555,-7.857956451,-2.362161031,10.73266698,-14.84868689,14.96510124
149,17.55987783,20.13015185,21.75799908,-8.847376768,-2.209056914,10.54902502,16.46928987,19.77374662,-14.0948925,-17.16183676
150,9.946789737,9.74037321,18.73820194,-4.159225783,-11.76658083,-29.56397555,-2.149867016,4.748378738,-21.9095242,3.603025361
151,13.92669611,5.72955113,16.12191567,-17.46411199,4.629702144,-15.59189301,-8.437113589,5.292990849,-26.3324457,23.49868417
152,9.309277146,9.578979946,9.265495885,-15.62403305,12.87875211,-0.919652644,3.759430848,7.163881997,-22.07616663,22.4591329
153,-1.810998581,10.32404686,-2.189730005,11.98327729,18.52428407,23.95761889,14.94219014,14.52890461,-1.358636783,-7.657030109
154,13.69774642,12.86635466,19.12939717,6.397556613,2.029900335,8.936002492,22.87067844,9.950836463,-12.60724175,-18.28150109
155,23.43104372,14.46738818,17.62768831,-2.20865895,-3.21392361,-10.41424587,5.741531245,11.67597059,-15.39103183,12.20315082
156,-7.623106971,12.22607658,-3.86883463,15.63098627,2.721023514,12.3134186,17.30278261,27.74594157,2.260682219,-7.437539198
157,24.20149346,15.19603136,15.07471881,4.377606229,-5.596836815,6.402055316,15.5282317,19.15081459,-12.1493683,-12.60119424
158,14.82476613,2.342606596,19.36587062,-6.894827857,12.05803991,-5.786980592,-5.85079177,14.74286732,-26.74893734,22.75078096
159,14.52942914,10.40384709,20.01837158,-9.765154882,14.87802774,-11.71172729,-6.629769819,7.58057522,-19.52115555,25.60839911
160,14.2458431,2.191022857,8.481885397,-16.33582985,12.42093138,-8.72475645,0.689278825,5.157558821,-19.15525418,22.45980481
161,-0.053699173,19.88013422,-8.888255982,2.050759384,-0.231297126,13.65479833,19.7286584,18.08069792,1.270162359,-11.50251186
162,11.64768757,4.507653721,15.30462129,-22.17283595,8.647729533,-10.84205574,-1.906911067,10.27650458,-24.04026229,20.8983741
163,9.41940268,11.72051795,10.84077307,-21.48527738,20.41051709,-16.20297661,2.553435364,2.898177925,-16.38393773,22.86501608
164,13.64607209,10.5411161,8.442021763,-2.496025041,-6.214725332,-10.3957634,5.211883829,-9.02023899,-23.15832837,2.336389376
165,10.84075485,18.65700946,10.7510431,-2.731789793,-16.64291807,-22.16317077,10.46048333,-2.155823491,-17.50949269,-3.259142847
166,21.97450941,5.690714219,16.49440615,-10.32454634,-4.211011464,-12.3879506,11.70403789,-2.262551117,-27.9431422,5.059050739
167,15.07585106,6.911550697,22.83320256,-13.06029965,8.763356355,-10.57496981,-3.025065648,6.730679619,-18.30149566,14.09991869
168,14.26941481,-4.858728338,12.36884296,-19.80908978,22.94380608,-6.812326119,3.526508895,10.16431753,-20.92579046,19.50178445
169,-14.34034485,17.73064872,5.629346194,0.635959915,3.845585018,17.34511782,16.66045895,20.39764015,-6.190904559,-10.41467401
170,16.95720114,19.64356436,12.74618933,-1.779223403,2.355780627,4.296346085,19.76342603,15.50757242,-14.9088266,-25.05925807
171,-7.173843665,13.88282333,-1.820846279,10.00158811,4.28606277,15.52496131,21.95742646,11.36428096,-6.455411219,-7.512167999
172,14.44859804,15.58213235,8.735966153,-22.60781723,5.107985998,-2.957970648,-2.281930907,9.933863383,-20.40392727,22.56125165
173,-9.694983293,10.76571095,1.612024025,8.458240533,4.826772577,24.04247794,22.70037835,14.82090065,2.05931124,-2.509396037
174,-12.69441064,21.73925499,0.487998903,14.10611817,14.65968786,5.387637297,24.7217885,7.545493987,0.315877049,-6.855779036
175,19.74350546,11.46004844,17.90764248,-0.76870834,-0.936559012,14.97777756,25.62095978,10.73952777,-13.94247092,-21.22977138
176,13.42048636,17.47753021,19.81660816,-5.680174363,-8.502009376,-13.9545594,-3.129505207,-7.20760607,-21.56504199,-2.259972983
177,11.83393525,4.119169914,15.40890178,-4.642080399,8.158311141,8.093120789,10.32127317,13.15589911,-13.98234817,-19.29180829
178,9.99982816,14.40526391,15.92805798,-23.1414841,14.51689324,-2.382330877,-0.187313312,7.474586693,-8.441338799,21.57876593
179,-15.22726321,7.79174517,0.764095923,12.21453212,-1.142419248,12.82257564,13.27281875,20.11006135,-1.277281506,-1.196126056
180,8.363098853,25.96923804,16.61394071,-1.905337527,-8.738606111,-15.18401489,1.924690313,-1.962000734,-27.36131695,5.644825333
181,17.99401827,10.5510106,17.71929652,-6.981097618,5.688640644,1.514484937,15.81612958,13.86031915,-17.0508771,-15.28466891
182,11.39473815,-2.372197416,21.52878609,-26.48713288,15.93558859,-3.28865662,-5.569441491,3.171686981,-17.38781238,22.57996449
183,-7.791360933,18.5754882,-5.086525738,5.523252036,1.034751799,17.96276688,17.91394071,19.03425665,-4.620301529,-15.50534489
184,-10.53971071,15.28346943,-11.57609701,9.137384262,2.902188939,15.16529293,20.01446624,19.85835429,5.253761129,-18.4493953
185,-11.27844091,21.23629692,-1.991351801,13.18067742,9.530851794,13.18466372,17.9580847,26.16099199,-9.216085304,-7.381228716
186,20.02414807,15.0679795,17.64775995,-4.635655641,7.55377025,17.84705193,14.78117582,10.30129303,-11.84713197,-23.24630976
187,10.43325984,-6.751928113,12.33981262,-16.3655758,13.27170988,-7.069934533,1.112653684,12.37993533,-20.93432908,28.39553847
188,-9.175430338,15.35527686,1.77271189,15.1827696,10.5245684,12.52629332,14.91807542,22.74023703,-7.614827828,-10.62970474
189,21.54494454,15.25999659,23.65345085,-12.74486574,2.133811297,7.359196921,21.03669521,13.08313059,-11.32650493,-15.53519972
190,21.07660864,17.17883498,22.35636912,-1.089115145,-4.022524011,9.573349023,21.13054635,8.03793449,-7.655951878,-15.04933207
191,14.59290846,11.50476114,13.10495669,-12.78223539,13.71060502,-15.01573368,-7.337006112,8.187395543,-24.76945312,23.05495935
192,25.0901508,2.89983298,3.246101858,-9.102889308,-3.552419848,-18.45312832,2.744696216,-5.248812858,-23.57906407,2.172470378
193,20.67955064,11.89689951,5.655610028,6.866965604,-8.847389744,-20.82867216,2.457227782,-6.181170877,-21.36392667,7.209407952
194,7.42868793,10.39922616,3.48874311,-14.48322529,-6.086821905,-13.98436693,2.4942932,-10.78857999,-18.04202346,-2.161488228
195,-12.54715473,21.58928462,-3.81878329,9.539020101,7.797150643,11.64337133,20.79926445,16.62300207,-9.206919637,-3.958183997
196,20.95181986,6.134639637,22.07287087,2.841309181,5.792722543,9.483620823,23.82866868,4.157269675,-13.81965632,-18.60892013
197,17.89052903,0.44495279,9.822985551,-13.93885361,19.79173748,-2.285777885,-2.891365691,9.795587274,-27.80780573,18.00689128
198,-6.866878772,11.58339165,7.699802056,4.752202883,2.237955376,11.65020321,16.36133375,14.60858002,-5.691532943,-8.320733135
199,6.991211097,7.642424636,10.76833668,-19.52002424,3.197807113,-13.16259756,-5.837094385,5.57221396,-20.3227581,15.74473713
200,23.71333535,6.440072389,15.88892144,-7.241600434,-4.243319228,-15.87250941,-4.525885812,-5.304442826,-16.05073267,6.429879191
201,15.51981885,12.35424625,16.39081218,-15.67607364,17.95062027,0.359618985,-2.971827469,14.95370513,-18.69108942,17.65810854
202,3.762216799,14.02762793,17.45309547,-11.67228983,1.982926122,-19.99000761,-6.620487133,-8.155805421,-25.9343657,3.675173864
203,-16.81403983,16.48811692,-4.118508189,5.044189136,3.519646148,13.53249064,19.30870505,18.75444501,1.274264386,-9.480436177
204,11.432922,3.545918334,24.65804359,-22.31581131,6.534542221,-9.186185859,-2.827671059,4.614634363,-18.01838851,15.64850981
205,-7.816168652,13.27598508,-3.351624005,3.724496328,7.71220819,14.80409637,8.14826701,27.95551167,-3.487603508,-7.582005431
206,19.34095357,10.63614127,12.26985376,-5.742655088,-3.575891151,8.592347545,25.95961905,15.36596869,-3.291089205,-19.96351402
207,20.00042786,2.922047553,14.01688418,-17.03019437,19.62154416,-17.93741923,-3.046719744,3.338287666,-19.05702184,16.95612222
208,21.15012796,17.97905228,19.12726689,-0.127683098,-2.69115693,7.913309069,15.18095484,4.606209592,-10.29207374,-17.87655761
209,20.84798993,5.576131855,18.7538516,-7.706675943,10.3040886,-9.630922373,-5.238444199,13.90411372,-13.24866505,18.46575967
210,11.01210284,16.37810391,14.13628785,-12.60241162,-9.196364428,-16.89957022,7.044936435,-3.292783735,-19.72161254,11.04151782
211,12.31825637,7.07363395,17.86778765,-22.89437492,7.115986184,0.889889837,1.012568493,21.63274322,-12.43516558,17.79488565
